"From","Line","Target"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","8",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","11",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","14",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","17",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","20",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","23",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","26",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","29",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log6.txt","32",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","1",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","4",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","7",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","8",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","11",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","14",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","17",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","20",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","23",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","26",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","29",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_log7.txt","32",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","1",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","4",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","7",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","8",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","11",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","14",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","17",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","20",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","23",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","26",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","29",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_tool_now.txt","32",".\uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","1",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","2",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","3",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","3","uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","4",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","5",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","6",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","7",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","8",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","9",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","10",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build2_log.txt","11",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","1",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","4",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","7",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","10",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","13",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","16",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","19",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","22",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","25",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","28",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build3_log.txt","31",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\docs\UXM_IDE_PROTOCOL.md","6","uxm31_full_tool.exe run source.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\README.md","28","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\README.md","29","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\README.md","30","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\tools\README_TOOLCHAIN.md","5","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\tools\README_TOOLCHAIN.md","6","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\ide\uxminima-vscode\tools\README_TOOLCHAIN.md","7","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\temp_lines.txt","409","fbc uxm31_runtime_fb.bas program.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\UX-FP V1\Decimal_FP_Sistemi.md","1075","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","132","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","133","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","134","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","297","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","326","uxm31_full_tool.exe uir program.uxm build\program.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","327","uxm31_full_tool.exe opt program.uxm build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","348","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","350","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","395","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","396","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minimax_ide_tasarimi_dusuncesi.md","397","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux-minima_6502_v2\uxminima_6502_inceleme_raporu.md","12","uxm_v2_compiler.bas"
"C:\Users\mete\Downloads\uxminima\ux-minima_6502_v2\uxminima_6502_inceleme_raporu.md","13","uxm_v2_runtime.bas"
"C:\Users\mete\Downloads\uxminima\ux-minima_6502_v2\uxminima_6502_inceleme_raporu.md","25","uxm_v2_compiler.bas"
"C:\Users\mete\Downloads\uxminima\ux-minima_6502_v2\uxminima_6502_inceleme_raporu.md","25","uxm_v2_runtime.bas"
"C:\Users\mete\Downloads\uxminima\ux-minima_6502_v2\uxminima_6502_inceleme_raporu.md","76","uxm_v2_compiler.bas"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\build_final.bat","3","fbc uxm31_compiler_final.bas -x uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\build_final.bat","5","uxm31_compiler_final.exe --input examples\final_probe.uxm --mode all --asm build\final_probe.asm --uir build\final_probe.uir.json --diag build\final_probe.diag.json --trace build\final_probe.trace.ndjson --opt build\final_probe.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\docs\UXM31_FINAL_ARGE_COMPILER.md","8","uxm31_compiler_final.exe --input program.uxm --mode compile --asm build\program.asm --uir build\program.uir.json --diag build\program.diag.json"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\docs\UXM31_FINAL_ARGE_COMPILER.md","9","uxm31_compiler_final.exe --input program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\docs\UXM31_FINAL_ARGE_COMPILER.md","10","uxm31_compiler_final.exe --input program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm_V3.1_Full_Final\uxm31_final_project\docs\UXM31_FINAL_ARGE_COMPILER.md","11","uxm31_compiler_final.exe --ide-in request.json --ide-out response.json"
"C:\Users\mete\Downloads\uxminima\uxm_x64\uxm_x64 v1\uxm_x64 v1.md","25","/mnt/data/uxm64_runtime.bas"
"C:\Users\mete\Downloads\uxminima\uxm_x64\uxm_x64 v1\uxm_x64 v1.md","105","fbc uxm64_runtime.bas build.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_all.bat","6","uxm31_compiler_fb.bas -x uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_all.bat","13","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_all.bat","17","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","12","if not exist uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","13","echo Compiler bulunamadi. Once build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","17","uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","23","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","30","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\build_one.bat","33","build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\run_tests.bat","3","call build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\complete_versions\v31_candidate_fb\run_tests.bat","10","call build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_all.bat","6","uxm31_compiler_fb.bas -x uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_all.bat","13","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_all.bat","17","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","12","if not exist uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","13","echo Compiler bulunamadi. Once build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","17","uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","23","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","30","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\build_one.bat","33","build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\run_tests.bat","3","call build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\target_languages\x64_nasm_pipeline\run_tests.bat","10","call build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","41","uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","42","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","43","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","44","build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","45","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","52","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","53","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","59","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm\workspace_references\gercek_durum.md","60","build_one.bat tests\test05_meta_add.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_all.bat","6","uxm31_compiler_fb.bas -x uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_all.bat","13","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_all.bat","17","build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_final_compiler.bat","4","fbc final\uxm31_compiler_final.bas -x build\uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_final_compiler.bat","6","build\uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","12","if not exist uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","13","echo Compiler bulunamadi. Once build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","17","uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","23","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","30","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\build_one.bat","33","build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","3","412  67348dbf365e8f49  build_all.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","4","261  b267c042a054274a  build_final_compiler.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","5","796  e2f59e5351bf53d6  build_one.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","6","55825  90930d4342b3580b  compiler/uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","7","1257  79143a1c78255324  final/UXM31_FINAL_ARGE_COMPILER.md"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","8","386  0c22761ee03bbb02  final/build_final.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","11","64466  919d7db9ba573fb9  final/uxm31_compiler_final.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","40","4825  5571829039c232ef  math_extensions/compiler/arge_parse_math_additions.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","43","12025  f38061c54b55459b  math_extensions/runtime/runtime_math_services.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","51","382  72dc0a3dbd4073ef  run_final_probe.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","52","370  e529bfc12b96a198  run_tests.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","53","34271  087af55b215b0f22  runtime/uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","89","57331  a85db05fb864bf58  tools/uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","94","55825  90930d4342b3580b  uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","95","55175  e3ba7bf119cc0e93  uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","96","57331  a85db05fb864bf58  uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","97","59120  f7f1f41217f62ad7  uxm31_full_tool_fb_2.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","98","29726  ddcc77cd892de004  uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\FILE_MANIFEST.txt","99","34271  087af55b215b0f22  uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\build_final.bat","3","fbc uxm31_compiler_final.bas -x uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\build_final.bat","5","uxm31_compiler_final.exe --input examples\final_probe.uxm --mode all --asm build\final_probe.asm --uir build\final_probe.uir.json --diag build\final_probe.diag.json --trace build\final_probe.trace.ndjson --opt build\final_probe.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\UXM31_FINAL_ARGE_COMPILER.md","8","uxm31_compiler_final.exe --input program.uxm --mode compile --asm build\program.asm --uir build\program.uir.json --diag build\program.diag.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\UXM31_FINAL_ARGE_COMPILER.md","9","uxm31_compiler_final.exe --input program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\UXM31_FINAL_ARGE_COMPILER.md","10","uxm31_compiler_final.exe --input program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\final\UXM31_FINAL_ARGE_COMPILER.md","11","uxm31_compiler_final.exe --ide-in request.json --ide-out response.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\gercek_durum.md","41","uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\gercek_durum.md","42","uxm31_runtime_fb.bas"
