unique_test_path,unique_expect_path,unique_id,status,class,semantic_key,source_csv
uxm\tests\all_expected_known\0161__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_fifo_clear__8d1f5ff5ef.uxm,uxm\tests\all_expected_known\0161__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_fifo_clear__8d1f5ff5ef.expect,uxm_tests_all_expected_known_0161__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_fifo_clear__8d1f5ff5ef.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test46_fifo_clear,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0162__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_sqrt__ba2125299d.uxm,uxm\tests\all_expected_known\0162__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_sqrt__ba2125299d.expect,uxm_tests_all_expected_known_0162__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test46_sqrt__ba2125299d.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test46_sqrt,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0163__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_sinh__bf870a2c68.uxm,uxm\tests\all_expected_known\0163__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_sinh__bf870a2c68.expect,uxm_tests_all_expected_known_0163__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_sinh__bf870a2c68.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test47_sinh,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0164__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_tape_sort_ascending__1ef486c6a9.uxm,uxm\tests\all_expected_known\0164__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_tape_sort_ascending__1ef486c6a9.expect,uxm_tests_all_expected_known_0164__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test47_tape_sort_ascending__1ef486c6a9.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test47_tape_sort_ascending,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0165__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test48_cosh__f8e0aaf176.uxm,uxm\tests\all_expected_known\0165__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test48_cosh__f8e0aaf176.expect,uxm_tests_all_expected_known_0165__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test48_cosh__f8e0aaf176.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test48_cosh,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0167__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_data_linear_search__962f7b8415.uxm,uxm\tests\all_expected_known\0167__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_data_linear_search__962f7b8415.expect,uxm_tests_all_expected_known_0167__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_data_linear_search__962f7b8415.uxm,BUILD_OR_RUN_FAIL,PARALLEL_FILE_LOCK,native_test49_data_linear_search,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0168__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_tanh__9f2c8ceeca.uxm,uxm\tests\all_expected_known\0168__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_tanh__9f2c8ceeca.expect,uxm_tests_all_expected_known_0168__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test49_tanh__9f2c8ceeca.uxm,BUILD_OR_RUN_FAIL,PARALLEL_FILE_LOCK,native_test49_tanh,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0171__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test52_meta_print_hex__443105bf21.uxm,uxm\tests\all_expected_known\0171__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test52_meta_print_hex__443105bf21.expect,uxm_tests_all_expected_known_0171__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test52_meta_print_hex__443105bf21.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test52_meta_print_hex,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0172__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test53_meta_print_bin__746bc9c5a1.uxm,uxm\tests\all_expected_known\0172__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test53_meta_print_bin__746bc9c5a1.expect,uxm_tests_all_expected_known_0172__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test53_meta_print_bin__746bc9c5a1.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test53_meta_print_bin,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0173__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test54_meta_print_char_raw__73558fea56.uxm,uxm\tests\all_expected_known\0173__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test54_meta_print_char_raw__73558fea56.expect,uxm_tests_all_expected_known_0173__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test54_meta_print_char_raw__73558fea56.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test54_meta_print_char_raw,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.uxm,uxm\tests\all_expected_known\0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.expect,uxm_tests_all_expected_known_0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.uxm,BUILD_OR_RUN_FAIL,BUILD_OR_RUNTIME_ERROR,v33_test_v33_complex_basic,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0179__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_corr_regression__7845beefc2.uxm,uxm\tests\all_expected_known\0179__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_corr_regression__7845beefc2.expect,uxm_tests_all_expected_known_0179__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_corr_regression__7845beefc2.uxm,UYUSMAZ,OUTPUT_MISMATCH,v33_test_v33_corr_regression,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0180__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_dynamic_meta_addr__f1e7679b77.uxm,uxm\tests\all_expected_known\0180__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_dynamic_meta_addr__f1e7679b77.expect,uxm_tests_all_expected_known_0180__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_dynamic_meta_addr__f1e7679b77.uxm,BUILD_OR_RUN_FAIL,ASM_BUILD_ERROR,v33_test_v33_dynamic_meta_addr,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.uxm,uxm\tests\all_expected_known\0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,uxm_tests_all_expected_known_0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.uxm,UYUSMAZ,OUTPUT_MISMATCH,math_test_math06_integral_trap,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0215__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix02_add_2x2__d6ea7d27d1.uxm,uxm\tests\all_expected_known\0215__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix02_add_2x2__d6ea7d27d1.expect,uxm_tests_all_expected_known_0215__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix02_add_2x2__d6ea7d27d1.uxm,BUILD_OR_RUN_FAIL,ASM_BUILD_ERROR,matrix_test_matrix02_add_2x2,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0216__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix03_mul_2x2__41485263d4.uxm,uxm\tests\all_expected_known\0216__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix03_mul_2x2__41485263d4.expect,uxm_tests_all_expected_known_0216__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix03_mul_2x2__41485263d4.uxm,UYUSMAZ,OUTPUT_MISMATCH,matrix_test_matrix03_mul_2x2,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0217__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix04_identity_trace_det2__dc519cfef9.uxm,uxm\tests\all_expected_known\0217__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix04_identity_trace_det2__dc519cfef9.expect,uxm_tests_all_expected_known_0217__s11_STAGE11_tensor_advanced__uxm_tests_matrix_test_matrix04_identity_trace_det2__dc519cfef9.uxm,UYUSMAZ,OUTPUT_MISMATCH,matrix_test_matrix04_identity_trace_det2,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0218__s11_STAGE11_tensor_advanced__uxm_tests_native_test01_print_A__b500a9cd9d.uxm,uxm\tests\all_expected_known\0218__s11_STAGE11_tensor_advanced__uxm_tests_native_test01_print_A__b500a9cd9d.expect,uxm_tests_all_expected_known_0218__s11_STAGE11_tensor_advanced__uxm_tests_native_test01_print_A__b500a9cd9d.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test01_print_a,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0222__s11_STAGE11_tensor_advanced__uxm_tests_native_test05_meta_add__7f35cb022e.uxm,uxm\tests\all_expected_known\0222__s11_STAGE11_tensor_advanced__uxm_tests_native_test05_meta_add__7f35cb022e.expect,uxm_tests_all_expected_known_0222__s11_STAGE11_tensor_advanced__uxm_tests_native_test05_meta_add__7f35cb022e.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test05_meta_add,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0228__s11_STAGE11_tensor_advanced__uxm_tests_native_test11_hypotenuse__a38c889f46.uxm,uxm\tests\all_expected_known\0228__s11_STAGE11_tensor_advanced__uxm_tests_native_test11_hypotenuse__a38c889f46.expect,uxm_tests_all_expected_known_0228__s11_STAGE11_tensor_advanced__uxm_tests_native_test11_hypotenuse__a38c889f46.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test11_hypotenuse,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0229__s11_STAGE11_tensor_advanced__uxm_tests_native_test12_signed_mode__7d57850849.uxm,uxm\tests\all_expected_known\0229__s11_STAGE11_tensor_advanced__uxm_tests_native_test12_signed_mode__7d57850849.expect,uxm_tests_all_expected_known_0229__s11_STAGE11_tensor_advanced__uxm_tests_native_test12_signed_mode__7d57850849.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test12_signed_mode,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.uxm,uxm\tests\all_expected_known\0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.expect,uxm_tests_all_expected_known_0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test13_status_div_zero,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.uxm,uxm\tests\all_expected_known\0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.expect,uxm_tests_all_expected_known_0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test15_branch_nonzero,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0235__s11_STAGE11_tensor_advanced__uxm_tests_native_test18_pointer_service__df26f04e62.uxm,uxm\tests\all_expected_known\0235__s11_STAGE11_tensor_advanced__uxm_tests_native_test18_pointer_service__df26f04e62.expect,uxm_tests_all_expected_known_0235__s11_STAGE11_tensor_advanced__uxm_tests_native_test18_pointer_service__df26f04e62.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test18_pointer_service,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0236__s11_STAGE11_tensor_advanced__uxm_tests_native_test20_fifo_char_order__c1764b342c.uxm,uxm\tests\all_expected_known\0236__s11_STAGE11_tensor_advanced__uxm_tests_native_test20_fifo_char_order__c1764b342c.expect,uxm_tests_all_expected_known_0236__s11_STAGE11_tensor_advanced__uxm_tests_native_test20_fifo_char_order__c1764b342c.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test20_fifo_char_order,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0237__s11_STAGE11_tensor_advanced__uxm_tests_native_test21_fifo_count_peek__7cbb128eb0.uxm,uxm\tests\all_expected_known\0237__s11_STAGE11_tensor_advanced__uxm_tests_native_test21_fifo_count_peek__7cbb128eb0.expect,uxm_tests_all_expected_known_0237__s11_STAGE11_tensor_advanced__uxm_tests_native_test21_fifo_count_peek__7cbb128eb0.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test21_fifo_count_peek,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0239__s11_STAGE11_tensor_advanced__uxm_tests_native_test23_data_digit_ascii_to_number__ce86650ec8.uxm,uxm\tests\all_expected_known\0239__s11_STAGE11_tensor_advanced__uxm_tests_native_test23_data_digit_ascii_to_number__ce86650ec8.expect,uxm_tests_all_expected_known_0239__s11_STAGE11_tensor_advanced__uxm_tests_native_test23_data_digit_ascii_to_number__ce86650ec8.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test23_data_digit_ascii_to_number,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0240__s11_STAGE11_tensor_advanced__uxm_tests_native_test24_data_block_copy_print__0544393ce5.uxm,uxm\tests\all_expected_known\0240__s11_STAGE11_tensor_advanced__uxm_tests_native_test24_data_block_copy_print__0544393ce5.expect,uxm_tests_all_expected_known_0240__s11_STAGE11_tensor_advanced__uxm_tests_native_test24_data_block_copy_print__0544393ce5.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test24_data_block_copy_print,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0241__s11_STAGE11_tensor_advanced__uxm_tests_native_test25_data_sort_ascending__d04d7a1665.uxm,uxm\tests\all_expected_known\0241__s11_STAGE11_tensor_advanced__uxm_tests_native_test25_data_sort_ascending__d04d7a1665.expect,uxm_tests_all_expected_known_0241__s11_STAGE11_tensor_advanced__uxm_tests_native_test25_data_sort_ascending__d04d7a1665.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test25_data_sort_ascending,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0242__s11_STAGE11_tensor_advanced__uxm_tests_native_test26_tape_sort_descending_chars__9f54dd8c13.uxm,uxm\tests\all_expected_known\0242__s11_STAGE11_tensor_advanced__uxm_tests_native_test26_tape_sort_descending_chars__9f54dd8c13.expect,uxm_tests_all_expected_known_0242__s11_STAGE11_tensor_advanced__uxm_tests_native_test26_tape_sort_descending_chars__9f54dd8c13.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test26_tape_sort_descending_chars,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0243__s11_STAGE11_tensor_advanced__uxm_tests_native_test27_tape_linear_search__2cd880af08.uxm,uxm\tests\all_expected_known\0243__s11_STAGE11_tensor_advanced__uxm_tests_native_test27_tape_linear_search__2cd880af08.expect,uxm_tests_all_expected_known_0243__s11_STAGE11_tensor_advanced__uxm_tests_native_test27_tape_linear_search__2cd880af08.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test27_tape_linear_search,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0244__s11_STAGE11_tensor_advanced__uxm_tests_native_test28_dynamic_meta_fifo__f394e8656d.uxm,uxm\tests\all_expected_known\0244__s11_STAGE11_tensor_advanced__uxm_tests_native_test28_dynamic_meta_fifo__f394e8656d.expect,uxm_tests_all_expected_known_0244__s11_STAGE11_tensor_advanced__uxm_tests_native_test28_dynamic_meta_fifo__f394e8656d.uxm,BUILD_OR_RUN_FAIL,ASM_BUILD_ERROR,native_test28_dynamic_meta_fifo,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0245__s11_STAGE11_tensor_advanced__uxm_tests_native_test29_nested_macro_call__b41ffab903.uxm,uxm\tests\all_expected_known\0245__s11_STAGE11_tensor_advanced__uxm_tests_native_test29_nested_macro_call__b41ffab903.expect,uxm_tests_all_expected_known_0245__s11_STAGE11_tensor_advanced__uxm_tests_native_test29_nested_macro_call__b41ffab903.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test29_nested_macro_call,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0247__s11_STAGE11_tensor_advanced__uxm_tests_native_test31_safe_mode_wild_denied__656fd3964f.uxm,uxm\tests\all_expected_known\0247__s11_STAGE11_tensor_advanced__uxm_tests_native_test31_safe_mode_wild_denied__656fd3964f.expect,uxm_tests_all_expected_known_0247__s11_STAGE11_tensor_advanced__uxm_tests_native_test31_safe_mode_wild_denied__656fd3964f.uxm,BUILD_OR_RUN_FAIL,BUILD_OR_RUNTIME_ERROR,native_test31_safe_mode_wild_denied,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0248__s11_STAGE11_tensor_advanced__uxm_tests_native_test32_wild_layout_change__f8cad9d531.uxm,uxm\tests\all_expected_known\0248__s11_STAGE11_tensor_advanced__uxm_tests_native_test32_wild_layout_change__f8cad9d531.expect,uxm_tests_all_expected_known_0248__s11_STAGE11_tensor_advanced__uxm_tests_native_test32_wild_layout_change__f8cad9d531.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test32_wild_layout_change,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0249__s11_STAGE11_tensor_advanced__uxm_tests_native_test33_bitwise_and_stack__41357a25c4.uxm,uxm\tests\all_expected_known\0249__s11_STAGE11_tensor_advanced__uxm_tests_native_test33_bitwise_and_stack__41357a25c4.expect,uxm_tests_all_expected_known_0249__s11_STAGE11_tensor_advanced__uxm_tests_native_test33_bitwise_and_stack__41357a25c4.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test33_bitwise_and_stack,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0250__s11_STAGE11_tensor_advanced__uxm_tests_native_test34_data_block_clear__6d10b5d36d.uxm,uxm\tests\all_expected_known\0250__s11_STAGE11_tensor_advanced__uxm_tests_native_test34_data_block_clear__6d10b5d36d.expect,uxm_tests_all_expected_known_0250__s11_STAGE11_tensor_advanced__uxm_tests_native_test34_data_block_clear__6d10b5d36d.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test34_data_block_clear,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0251__s11_STAGE11_tensor_advanced__uxm_tests_native_test35_optimizer_visible_result__57396ffe1e.uxm,uxm\tests\all_expected_known\0251__s11_STAGE11_tensor_advanced__uxm_tests_native_test35_optimizer_visible_result__57396ffe1e.expect,uxm_tests_all_expected_known_0251__s11_STAGE11_tensor_advanced__uxm_tests_native_test35_optimizer_visible_result__57396ffe1e.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test35_optimizer_visible_result,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0252__s11_STAGE11_tensor_advanced__uxm_tests_native_test40_4bit_cpu_alu_model__ae78c75f2f.uxm,uxm\tests\all_expected_known\0252__s11_STAGE11_tensor_advanced__uxm_tests_native_test40_4bit_cpu_alu_model__ae78c75f2f.expect,uxm_tests_all_expected_known_0252__s11_STAGE11_tensor_advanced__uxm_tests_native_test40_4bit_cpu_alu_model__ae78c75f2f.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test40_4bit_cpu_alu_model,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0253__s11_STAGE11_tensor_advanced__uxm_tests_native_test41_4_neuron_nn_model__7677e9cfea.uxm,uxm\tests\all_expected_known\0253__s11_STAGE11_tensor_advanced__uxm_tests_native_test41_4_neuron_nn_model__7677e9cfea.expect,uxm_tests_all_expected_known_0253__s11_STAGE11_tensor_advanced__uxm_tests_native_test41_4_neuron_nn_model__7677e9cfea.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test41_4_neuron_nn_model,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0254__s11_STAGE11_tensor_advanced__uxm_tests_native_test42_error_flag_set_reset__ac85ba06fb.uxm,uxm\tests\all_expected_known\0254__s11_STAGE11_tensor_advanced__uxm_tests_native_test42_error_flag_set_reset__ac85ba06fb.expect,uxm_tests_all_expected_known_0254__s11_STAGE11_tensor_advanced__uxm_tests_native_test42_error_flag_set_reset__ac85ba06fb.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test42_error_flag_set_reset,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
