unique_test_path,unique_expect_path,unique_id,status,class,semantic_key,source_csv
uxm\tests\all_expected_known\0255__s11_STAGE11_tensor_advanced__uxm_tests_native_test43_error_macro_helpers__8f6f291619.uxm,uxm\tests\all_expected_known\0255__s11_STAGE11_tensor_advanced__uxm_tests_native_test43_error_macro_helpers__8f6f291619.expect,uxm_tests_all_expected_known_0255__s11_STAGE11_tensor_advanced__uxm_tests_native_test43_error_macro_helpers__8f6f291619.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test43_error_macro_helpers,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0256__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_asin__8ccbbd25d1.uxm,uxm\tests\all_expected_known\0256__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_asin__8ccbbd25d1.expect,uxm_tests_all_expected_known_0256__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_asin__8ccbbd25d1.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test44_asin,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0257__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_meta_version_info__df2490ab11.uxm,uxm\tests\all_expected_known\0257__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_meta_version_info__df2490ab11.expect,uxm_tests_all_expected_known_0257__s11_STAGE11_tensor_advanced__uxm_tests_native_test44_meta_version_info__df2490ab11.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test44_meta_version_info,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0259__s11_STAGE11_tensor_advanced__uxm_tests_native_test45_pointer_meta_extended__62f7d0b3ce.uxm,uxm\tests\all_expected_known\0259__s11_STAGE11_tensor_advanced__uxm_tests_native_test45_pointer_meta_extended__62f7d0b3ce.expect,uxm_tests_all_expected_known_0259__s11_STAGE11_tensor_advanced__uxm_tests_native_test45_pointer_meta_extended__62f7d0b3ce.uxm,UYUSMAZ,OUTPUT_MISMATCH,native_test45_pointer_meta_extended,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0499__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_example_13_tensor4d_flat_logic__948afdf95a.uxm,uxm\tests\all_expected_known\0499__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_example_13_tensor4d_flat_logic__948afdf95a.expect,uxm_tests_all_expected_known_0499__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_example_13_tensor4d_flat_logic__948afdf95a.uxm,UYUSMAZ,OUTPUT_MISMATCH,mega_corpus_example_13_tensor4d_flat_logic,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0520__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_add__c26151b3c9.uxm,uxm\tests\all_expected_known\0520__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_add__c26151b3c9.expect,uxm_tests_all_expected_known_0520__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_add__c26151b3c9.uxm,UYUSMAZ,OUTPUT_MISMATCH,mega_corpus_test_mega_cmd_immediate_add,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0521__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_sub__d5b6549c24.uxm,uxm\tests\all_expected_known\0521__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_sub__d5b6549c24.expect,uxm_tests_all_expected_known_0521__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_immediate_sub__d5b6549c24.uxm,UYUSMAZ,OUTPUT_MISMATCH,mega_corpus_test_mega_cmd_immediate_sub,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0523__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_stack_push_pop__2e1188b1ae.uxm,uxm\tests\all_expected_known\0523__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_stack_push_pop__2e1188b1ae.expect,uxm_tests_all_expected_known_0523__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_cmd_stack_push_pop__2e1188b1ae.uxm,UYUSMAZ,OUTPUT_MISMATCH,mega_corpus_test_mega_cmd_stack_push_pop,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0545__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_028_neg_arg2__1168d32204.uxm,uxm\tests\all_expected_known\0545__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_028_neg_arg2__1168d32204.expect,uxm_tests_all_expected_known_0545__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_028_neg_arg2__1168d32204.uxm,UYUSMAZ,OUTPUT_MISMATCH,mega_corpus_test_mega_service_028_neg_arg2,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0573__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_061_print_result_decimal__3545f540a4.uxm,uxm\tests\all_expected_known\0573__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_061_print_result_decimal__3545f540a4.expect,uxm_tests_all_expected_known_0573__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_061_print_result_decimal__3545f540a4.uxm,BUILD_OR_RUN_FAIL,BUILD_OR_RUNTIME_ERROR,mega_corpus_test_mega_service_061_print_result_decimal,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0574__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_062_print_stack_pop_decimal__7d86d23ca6.uxm,uxm\tests\all_expected_known\0574__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_062_print_stack_pop_decimal__7d86d23ca6.expect,uxm_tests_all_expected_known_0574__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_062_print_stack_pop_decimal__7d86d23ca6.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,mega_corpus_test_mega_service_062_print_stack_pop_decimal,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0578__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_069_print_arg2_char__9a9abacf17.uxm,uxm\tests\all_expected_known\0578__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_069_print_arg2_char__9a9abacf17.expect,uxm_tests_all_expected_known_0578__s18_STAGE18_MEGA_TEST_CORPUS_TRANSLATORS_PACKAGE__uxm_tests_mega_corpus_test_mega_service_069_print_arg2_char__9a9abacf17.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,mega_corpus_test_mega_service_069_print_arg2_char,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0926__s01_STAGE1__uxm_tests_fp_test_fp01_add_int__4ff48c654e.uxm,uxm\tests\all_expected_known\0926__s01_STAGE1__uxm_tests_fp_test_fp01_add_int__4ff48c654e.expect,uxm_tests_all_expected_known_0926__s01_STAGE1__uxm_tests_fp_test_fp01_add_int__4ff48c654e.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp01_add_int,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0927__s01_STAGE1__uxm_tests_fp_test_fp02_sub_int__d438ddc46b.uxm,uxm\tests\all_expected_known\0927__s01_STAGE1__uxm_tests_fp_test_fp02_sub_int__d438ddc46b.expect,uxm_tests_all_expected_known_0927__s01_STAGE1__uxm_tests_fp_test_fp02_sub_int__d438ddc46b.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp02_sub_int,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0928__s01_STAGE1__uxm_tests_fp_test_fp03_mul_int__2896c4924c.uxm,uxm\tests\all_expected_known\0928__s01_STAGE1__uxm_tests_fp_test_fp03_mul_int__2896c4924c.expect,uxm_tests_all_expected_known_0928__s01_STAGE1__uxm_tests_fp_test_fp03_mul_int__2896c4924c.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp03_mul_int,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0929__s01_STAGE1__uxm_tests_fp_test_fp04_div_int__915cc37e0d.uxm,uxm\tests\all_expected_known\0929__s01_STAGE1__uxm_tests_fp_test_fp04_div_int__915cc37e0d.expect,uxm_tests_all_expected_known_0929__s01_STAGE1__uxm_tests_fp_test_fp04_div_int__915cc37e0d.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp04_div_int,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0930__s01_STAGE1__uxm_tests_fp_test_fp05_from_string__7d5d052572.uxm,uxm\tests\all_expected_known\0930__s01_STAGE1__uxm_tests_fp_test_fp05_from_string__7d5d052572.expect,uxm_tests_all_expected_known_0930__s01_STAGE1__uxm_tests_fp_test_fp05_from_string__7d5d052572.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp05_from_string,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0931__s01_STAGE1__uxm_tests_fp_test_fp06_add_dec_string__c2eee589d7.uxm,uxm\tests\all_expected_known\0931__s01_STAGE1__uxm_tests_fp_test_fp06_add_dec_string__c2eee589d7.expect,uxm_tests_all_expected_known_0931__s01_STAGE1__uxm_tests_fp_test_fp06_add_dec_string__c2eee589d7.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp06_add_dec_string,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0932__s01_STAGE1__uxm_tests_fp_test_fp07_int_zero_sign_abs__0211b86702.uxm,uxm\tests\all_expected_known\0932__s01_STAGE1__uxm_tests_fp_test_fp07_int_zero_sign_abs__0211b86702.expect,uxm_tests_all_expected_known_0932__s01_STAGE1__uxm_tests_fp_test_fp07_int_zero_sign_abs__0211b86702.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,fp_test_fp07_int_zero_sign_abs,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0933__s01_STAGE1__uxm_tests_math_test_math01_poly_deriv_arge__dea08874ec.uxm,uxm\tests\all_expected_known\0933__s01_STAGE1__uxm_tests_math_test_math01_poly_deriv_arge__dea08874ec.expect,uxm_tests_all_expected_known_0933__s01_STAGE1__uxm_tests_math_test_math01_poly_deriv_arge__dea08874ec.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math01_poly_deriv_arge,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0934__s01_STAGE1__uxm_tests_math_test_math02_poly_integral_arge__f2b514b3e4.uxm,uxm\tests\all_expected_known\0934__s01_STAGE1__uxm_tests_math_test_math02_poly_integral_arge__f2b514b3e4.expect,uxm_tests_all_expected_known_0934__s01_STAGE1__uxm_tests_math_test_math02_poly_integral_arge__f2b514b3e4.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math02_poly_integral_arge,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0935__s01_STAGE1__uxm_tests_math_test_math03_poly_eval_arge__7f1d2b2783.uxm,uxm\tests\all_expected_known\0935__s01_STAGE1__uxm_tests_math_test_math03_poly_eval_arge__7f1d2b2783.expect,uxm_tests_all_expected_known_0935__s01_STAGE1__uxm_tests_math_test_math03_poly_eval_arge__7f1d2b2783.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math03_poly_eval_arge,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.uxm,uxm\tests\all_expected_known\0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,uxm_tests_all_expected_known_0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math04_expr_rpn_eval,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff.uxm,uxm\tests\all_expected_known\0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,uxm_tests_all_expected_known_0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math05_num_deriv,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.uxm,uxm\tests\all_expected_known\0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,uxm_tests_all_expected_known_0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,math_test_math07_integral_simpson,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639.uxm,uxm\tests\all_expected_known\0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,uxm_tests_all_expected_known_0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,matrix_tmp_det_debug,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0941__s01_STAGE1__uxm_tests_matrix_test_matrix01_init_set_print__eae0ab88c2.uxm,uxm\tests\all_expected_known\0941__s01_STAGE1__uxm_tests_matrix_test_matrix01_init_set_print__eae0ab88c2.expect,uxm_tests_all_expected_known_0941__s01_STAGE1__uxm_tests_matrix_test_matrix01_init_set_print__eae0ab88c2.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,matrix_test_matrix01_init_set_print,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0950__s01_STAGE1__uxm_tests_native_test06_dynamic_meta_mul__0637aeddbd.uxm,uxm\tests\all_expected_known\0950__s01_STAGE1__uxm_tests_native_test06_dynamic_meta_mul__0637aeddbd.expect,uxm_tests_all_expected_known_0950__s01_STAGE1__uxm_tests_native_test06_dynamic_meta_mul__0637aeddbd.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test06_dynamic_meta_mul,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0953__s01_STAGE1__uxm_tests_native_test09_div_mod__dadc655607.uxm,uxm\tests\all_expected_known\0953__s01_STAGE1__uxm_tests_native_test09_div_mod__dadc655607.expect,uxm_tests_all_expected_known_0953__s01_STAGE1__uxm_tests_native_test09_div_mod__dadc655607.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test09_div_mod,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0954__s01_STAGE1__uxm_tests_native_test10_sin_scaled__6a772e05b7.uxm,uxm\tests\all_expected_known\0954__s01_STAGE1__uxm_tests_native_test10_sin_scaled__6a772e05b7.expect,uxm_tests_all_expected_known_0954__s01_STAGE1__uxm_tests_native_test10_sin_scaled__6a772e05b7.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test10_sin_scaled,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.uxm,uxm\tests\all_expected_known\0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,uxm_tests_all_expected_known_0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test14_branch_current_zero,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0960__s01_STAGE1__uxm_tests_native_test16_data_digit__7ab68c52f8.uxm,uxm\tests\all_expected_known\0960__s01_STAGE1__uxm_tests_native_test16_data_digit__7ab68c52f8.expect,uxm_tests_all_expected_known_0960__s01_STAGE1__uxm_tests_native_test16_data_digit__7ab68c52f8.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test16_data_digit,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0965__s01_STAGE1__uxm_tests_native_test22_data_write_read_char__3f6e8f6016.uxm,uxm\tests\all_expected_known\0965__s01_STAGE1__uxm_tests_native_test22_data_write_read_char__3f6e8f6016.expect,uxm_tests_all_expected_known_0965__s01_STAGE1__uxm_tests_native_test22_data_write_read_char__3f6e8f6016.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test22_data_write_read_char,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0973__s01_STAGE1__uxm_tests_native_test30_word_mode_add__7183932545.uxm,uxm\tests\all_expected_known\0973__s01_STAGE1__uxm_tests_native_test30_word_mode_add__7183932545.expect,uxm_tests_all_expected_known_0973__s01_STAGE1__uxm_tests_native_test30_word_mode_add__7183932545.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test30_word_mode_add,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0985__s01_STAGE1__uxm_tests_native_test45_acos__7a833092f2.uxm,uxm\tests\all_expected_known\0985__s01_STAGE1__uxm_tests_native_test45_acos__7a833092f2.expect,uxm_tests_all_expected_known_0985__s01_STAGE1__uxm_tests_native_test45_acos__7a833092f2.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test45_acos,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0992__s01_STAGE1__uxm_tests_native_test48_data_sort_descending__56ee07378b.uxm,uxm\tests\all_expected_known\0992__s01_STAGE1__uxm_tests_native_test48_data_sort_descending__56ee07378b.expect,uxm_tests_all_expected_known_0992__s01_STAGE1__uxm_tests_native_test48_data_sort_descending__56ee07378b.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test48_data_sort_descending,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0995__s01_STAGE1__uxm_tests_native_test50_tape_block_copy_clear__b11e5f12e7.uxm,uxm\tests\all_expected_known\0995__s01_STAGE1__uxm_tests_native_test50_tape_block_copy_clear__b11e5f12e7.expect,uxm_tests_all_expected_known_0995__s01_STAGE1__uxm_tests_native_test50_tape_block_copy_clear__b11e5f12e7.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test50_tape_block_copy_clear,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\0996__s01_STAGE1__uxm_tests_native_test51_meta_print_stack_pop__bb605e52bd.uxm,uxm\tests\all_expected_known\0996__s01_STAGE1__uxm_tests_native_test51_meta_print_stack_pop__bb605e52bd.expect,uxm_tests_all_expected_known_0996__s01_STAGE1__uxm_tests_native_test51_meta_print_stack_pop__bb605e52bd.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,native_test51_meta_print_stack_pop,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\1582__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_median_variance__e6d4a047a9.uxm,uxm\tests\all_expected_known\1582__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_median_variance__e6d4a047a9.expect,uxm_tests_all_expected_known_1582__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_median_variance__e6d4a047a9.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,v33_test_v33_stat_median_variance,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\1583__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_sum_mean_minmax__282ab4ea3a.uxm,uxm\tests\all_expected_known\1583__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_sum_mean_minmax__282ab4ea3a.expect,uxm_tests_all_expected_known_1583__s08_STAGE8_statistics_v1__uxm_tests_v33_test_v33_stat_sum_mean_minmax__282ab4ea3a.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,v33_test_v33_stat_sum_mean_minmax,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.uxm,uxm\tests\all_expected_known\1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.expect,uxm_tests_all_expected_known_1675__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,v33_test_v33_numeric_poly_integral,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
uxm\tests\all_expected_known\1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236.uxm,uxm\tests\all_expected_known\1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236.expect,uxm_tests_all_expected_known_1676__s09_STAGE9_prob_numeric_complex__uxm_tests_v33_test_v33_probability_random__0cedf8d236.uxm,BUILD_OR_RUN_FAIL,LINK_OR_TOOLCHAIN,v33_test_v33_probability_random,expected_results_v3\expected_v3_20260510_161930\expected_results_v3.csv
